Name,Name photo,Date,region,site,reef name,reef area,understory,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Annotation status,Annotation area,Pseudechinus magellanicus,Tegula patagonica ,Leucippa pentagona,Arbacia dufresnii,Patagonotothen,Ribeiroclinus eigenmanni,Helcogrammoides cunninghami,Pachycheles chubutensis,Doris fontainii,Diaulula punctuolata,Allostichaster capensis,Polycera marplatensis,Fissurellidea patagonica,Fissurella radiosa tixierae,Phrikoceros mopsus,Cosmasterias lurida,Sebastes oculatus,Trapania sp.,Cycethra verrucosa,Pleurobranchaea maculata,Ophioplocus januarii,Odontaster penicillatus,Calliostoma,Heterobranchia
IMG_5773 00391.jpg,IMG_5773.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5776 00392.jpg,IMG_5776.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5777 00393.jpg,IMG_5777.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG_5778 00394.jpg,IMG_5778.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5779 00395.jpg,IMG_5779.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5781 00396.jpg,IMG_5781.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5785 00397.jpg,IMG_5785.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5786 00398.jpg,IMG_5786.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5787 00399.jpg,IMG_5787.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IMG_5788 00400.jpg,IMG_5788.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IMG_5790 00401.jpg,IMG_5790.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5799 00402.jpg,IMG_5799.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IMG_5800 00403.jpg,IMG_5800.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5801 00404.jpg,IMG_5801.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5802 00405.jpg,IMG_5802.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5804 00406.jpg,IMG_5804.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),cavefloor,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5806 00407.jpg,IMG_5806.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5807 00408.jpg,IMG_5807.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5810 00409.jpg,IMG_5810.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5811 00410.jpg,IMG_5811.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5812 00411.jpg,IMG_5812.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5813 00412.jpg,IMG_5813.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5816 00413.jpg,IMG_5816.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5817 00414.jpg,IMG_5817.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5818 00415.jpg,IMG_5818.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5824 00416.jpg,IMG_5824.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5825 00417.jpg,IMG_5825.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5826 00418.jpg,IMG_5826.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5827 00419.jpg,IMG_5827.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5828 00420.jpg,IMG_5828.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5829 00421.jpg,IMG_5829.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5830 00422.jpg,IMG_5830.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5831 00423.jpg,IMG_5831.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5832 00424.jpg,IMG_5832.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5833 00425.jpg,IMG_5833.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5834 00426.jpg,IMG_5834.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5835 00427.jpg,IMG_5835.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5836 00428.jpg,IMG_5836.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5837 00429.jpg,IMG_5837.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5843 00430.jpg,IMG_5843.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5844 00431.jpg,IMG_5844.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5846 00432.jpg,IMG_5846.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMG_5848 00433.jpg,IMG_5848.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IMG_5849 00434.jpg,IMG_5849.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5851 00435.jpg,IMG_5851.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5852 00436.jpg,IMG_5852.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5853 00437.jpg,IMG_5853.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IMG_5854 00438.jpg,IMG_5854.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5855 00439.jpg,IMG_5855.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5859 00440.jpg,IMG_5859.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5860 00441.jpg,IMG_5860.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5861 00442.jpg,IMG_5861.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5863 00443.jpg,IMG_5863.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5864 00444.jpg,IMG_5864.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5865 00445.jpg,IMG_5865.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5866 00446.jpg,IMG_5866.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5867 00447.jpg,IMG_5867.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5868 00448.jpg,IMG_5868.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG_5869 00449.jpg,IMG_5869.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5870 00450.jpg,IMG_5870.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5871 00451.jpg,IMG_5871.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5872 00452.jpg,IMG_5872.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5873 00453.jpg,IMG_5873.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5874 00454.jpg,IMG_5874.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG_5875 00455.jpg,IMG_5875.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),cavefloor,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5876 00456.jpg,IMG_5876.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),cavefloor,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IMG_5877 00457.jpg,IMG_5877.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),cavefloor,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5878 00458.jpg,IMG_5878.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),cavefloor,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5879 00459.jpg,IMG_5879.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5880 00460.jpg,IMG_5880.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5881 00461.jpg,IMG_5881.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5882 00462.jpg,IMG_5882.jpg,26/03/2019,GolfoNuevo,Pardelas,Middle_East(SN),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
